Inflight wifi service,Age,Flight Distance,Class,Online boarding,Checkin service,Loyal Customer,Seat comfort,Leg room service,Business Travel
2,28,1045,1,2,4,1,3,5,0
3,44,2892,3,1,2,1,2,5,1
2,48,337,1,2,4,1,2,3,0
2,40,296,1,4,3,1,1,2,0
3,16,503,1,3,4,1,2,5,0
1,21,175,1,1,3,0,1,2,1
1,36,255,3,4,1,1,3,1,1
1,70,1956,3,5,5,1,4,4,1
3,38,696,3,3,3,0,1,4,1
3,23,405,2,3,2,0,3,2,1
1,19,315,1,1,4,1,2,2,0
0,37,2696,3,5,3,1,4,1,1
2,55,157,1,5,5,1,5,0,0
1,33,1134,1,1,5,1,1,2,0
2,49,591,1,2,5,1,2,2,0
1,44,2011,3,4,5,1,5,4,1
3,17,248,1,3,4,1,3,4,0
2,58,1929,3,4,2,1,3,2,1
1,60,1927,3,4,4,1,5,1,0
3,26,421,3,3,1,0,3,2,1
2,27,160,3,2,5,0,5,2,1
3,7,366,1,3,4,1,2,3,0
3,42,773,1,3,4,1,4,1,1
5,60,1145,3,5,4,1,5,5,1
1,10,338,2,3,5,1,4,2,0
4,35,1562,3,5,4,1,4,4,1
4,43,2191,3,4,3,1,5,4,1
4,40,733,3,4,5,1,5,5,1
3,11,1197,1,3,4,1,4,5,0
2,55,1605,1,2,5,1,2,3,0
2,54,528,1,2,1,1,3,4,0
2,41,587,1,2,5,1,5,4,0
4,39,1034,3,3,1,1,4,5,1
4,42,3415,3,4,3,1,5,5,1
2,27,417,1,2,1,1,4,2,0
4,44,2867,3,4,3,1,4,5,1
3,35,1630,3,1,4,1,2,5,1
4,54,2813,3,3,3,1,3,2,1
4,44,2586,1,5,1,1,1,1,0
4,59,449,3,4,5,1,5,4,1
1,38,2288,3,4,5,1,5,5,1
3,63,488,1,2,1,1,2,3,1
5,36,363,1,5,5,1,5,2,1
3,14,888,2,3,2,1,1,1,0
4,48,907,2,5,2,1,3,4,1
1,43,1814,3,3,3,1,5,5,1
2,64,533,1,4,3,1,5,2,0
4,24,301,1,4,5,0,1,2,1
4,23,1185,2,5,5,1,5,2,1
1,25,508,1,1,1,0,4,1,1
3,56,160,3,2,4,1,4,4,1
4,38,2303,3,3,3,1,3,1,1
3,47,2092,3,4,3,1,5,4,1
1,44,473,3,4,1,1,3,1,1
4,40,3106,3,4,3,1,3,4,1
1,58,347,3,4,4,1,4,4,1
0,56,319,3,4,4,1,5,1,1
1,36,2050,3,3,4,1,4,0,1
3,44,610,1,3,4,1,4,4,0
3,57,628,1,4,5,1,5,3,0
2,39,1869,3,4,2,1,5,5,1
1,56,1546,3,4,3,1,5,4,1
3,39,862,3,4,5,1,5,3,0
2,11,622,3,1,4,1,2,4,1
3,27,1747,3,4,3,1,4,1,1
2,25,2611,3,2,5,0,3,2,1
2,13,936,1,2,5,1,3,3,0
2,48,3165,3,4,4,1,4,5,1
3,54,602,1,5,3,1,4,4,0
0,13,270,2,0,5,1,1,5,0
5,53,493,1,5,5,1,2,2,0
5,26,2309,3,4,3,1,4,3,1
3,12,2585,1,3,3,0,3,4,1
4,39,413,3,4,3,0,1,2,1
3,14,1874,3,4,3,1,4,1,0
1,23,867,1,1,3,1,3,3,1
2,80,3502,3,3,1,1,4,2,1
4,39,236,3,4,4,0,4,3,1
5,31,1559,3,4,4,1,4,5,1
4,22,563,1,4,5,1,5,4,1
5,62,157,3,4,5,1,5,4,1
1,35,447,1,1,4,1,3,2,0
2,68,2615,1,3,3,1,3,5,0
2,38,1609,1,2,4,1,3,4,0
4,20,590,3,5,5,1,5,5,1
2,51,1076,3,5,3,1,4,4,1
1,32,255,1,1,1,1,5,1,0
4,42,1633,3,5,3,1,5,4,1
2,62,862,1,2,4,1,1,1,0
4,23,1513,3,4,2,1,4,3,1
1,58,1416,3,5,3,1,4,4,1
5,30,2378,3,4,3,1,4,3,1
2,45,577,1,5,5,1,5,2,0
1,49,1671,3,3,3,1,4,4,1
3,45,460,3,4,5,1,4,5,1
1,27,2267,3,5,4,1,5,4,1
2,73,352,1,2,2,1,2,1,1
5,57,261,1,5,4,1,4,5,1
1,26,2599,2,1,2,1,2,3,1
2,18,1726,3,2,1,1,2,3,1
3,50,1916,1,3,1,1,3,5,1
2,57,3121,3,5,3,1,5,2,1
4,48,867,1,4,2,1,4,3,1
3,24,1126,1,3,3,1,1,3,1
2,39,325,1,2,5,1,2,2,1
3,58,214,3,4,2,1,3,2,1
1,54,1900,3,5,4,1,4,4,1
4,18,468,3,4,3,1,4,1,1
1,24,2173,3,5,5,1,5,2,1
3,25,603,1,3,1,1,3,4,1
4,25,592,1,4,1,0,1,4,1
3,43,368,1,3,2,1,5,5,0
2,17,1069,3,2,4,1,4,5,0
5,58,854,2,5,1,1,5,3,1
3,32,674,1,3,5,1,5,4,0
5,41,1034,1,5,2,1,5,3,1
4,53,515,1,2,4,1,2,4,0
2,18,1154,2,3,4,1,1,3,0
4,25,220,1,4,4,0,2,5,1
4,59,2338,3,4,3,1,4,4,1
5,52,1363,3,5,5,1,5,3,1
3,46,2562,3,4,3,1,5,4,1
2,60,1503,3,4,3,1,4,5,1
4,36,646,3,4,4,1,5,5,1
3,26,794,3,4,3,0,3,2,1
4,34,373,2,4,1,1,4,2,1
5,42,3228,3,5,3,1,5,4,1
0,27,3875,3,2,2,1,2,4,1
5,53,3719,3,4,5,1,4,2,1
1,29,813,1,1,3,1,4,2,0
5,22,546,1,5,3,0,5,3,1
4,20,419,3,4,3,0,5,2,1
3,23,1558,3,3,1,1,3,5,1
4,30,837,3,4,4,0,2,4,1
1,37,399,1,1,2,0,2,4,1
1,37,368,1,1,2,0,1,4,1
5,24,201,3,5,3,0,1,5,1
2,47,1171,1,2,5,1,5,4,0
4,51,550,3,2,1,1,2,4,1
4,34,2704,3,1,5,1,5,2,0
2,37,108,3,5,5,1,4,4,1
4,44,430,3,5,4,1,5,4,0
1,31,163,3,5,5,1,4,2,1
3,23,991,1,3,3,1,4,2,0
2,40,594,3,5,5,1,4,5,1
4,58,581,1,5,5,1,5,4,0
3,41,414,3,5,5,0,5,5,1
2,29,993,1,2,3,1,4,2,0
4,51,1035,1,5,5,1,5,4,0
3,23,589,2,4,1,1,5,4,1
3,45,491,3,3,3,0,2,2,1
2,45,106,1,5,4,1,4,2,0
4,43,986,3,4,4,1,4,5,1
4,67,2984,3,3,2,1,4,5,1
4,44,1671,3,3,4,1,4,4,1
4,23,1024,1,4,3,1,3,3,1
3,13,488,3,3,2,1,3,1,1
5,37,587,3,5,5,0,4,5,1
3,44,2521,3,4,1,1,5,4,1
2,47,3178,3,5,3,1,5,5,1
4,25,399,3,4,5,0,5,2,1
4,29,1235,1,3,1,1,4,4,1
1,28,760,2,1,1,1,1,2,1
1,69,930,2,1,3,1,2,3,0
2,25,125,1,2,5,0,2,4,1
3,20,909,1,3,3,1,3,2,0
4,10,680,1,3,5,1,4,5,0
1,18,1262,1,0,4,1,3,4,0
5,49,919,3,5,3,1,4,5,1
3,22,3218,3,4,5,1,5,4,1
2,19,229,1,2,4,1,3,4,0
3,42,3962,3,5,4,1,5,5,1
1,25,2813,3,1,4,1,1,4,1
5,52,261,2,3,4,1,4,5,1
3,43,552,3,4,3,1,5,4,1
4,48,386,3,5,5,1,4,2,1
3,35,883,3,4,4,1,5,4,1
3,20,569,1,3,5,1,3,2,0
4,42,373,1,1,4,1,3,4,1
5,9,479,3,5,3,1,5,5,0
3,14,1521,1,3,3,0,2,2,1
4,25,293,3,4,5,0,2,4,1
3,9,615,1,3,2,1,3,3,0
2,8,306,1,1,1,1,1,4,0
5,27,545,1,5,3,1,5,2,1
2,30,224,3,1,3,0,2,4,1
3,36,594,1,3,4,0,5,4,1
2,44,2203,3,5,3,1,4,4,1
1,55,2333,3,3,1,1,3,1,1
4,50,158,1,4,4,1,4,4,1
1,48,507,3,4,4,1,5,5,1
3,68,628,1,5,4,1,5,3,0
3,57,2146,3,4,3,1,4,3,1
5,22,931,3,5,4,0,4,2,1
2,11,1111,1,3,3,0,3,3,1
1,40,1744,3,5,5,1,5,5,1
0,30,1940,3,1,5,1,1,4,1
2,47,1992,3,4,4,1,4,4,1
3,45,365,3,4,3,1,5,4,1
3,57,200,1,3,4,1,4,5,0
1,31,304,1,3,5,1,3,3,0
1,57,228,1,3,2,1,4,1,0
3,38,616,2,3,3,1,3,2,0
3,27,1345,3,4,5,0,1,2,1
3,60,862,1,4,4,1,4,3,0
2,26,802,1,2,4,0,1,4,1
3,43,731,3,1,4,1,4,3,0
4,24,2583,1,4,2,1,5,5,0
4,12,931,2,4,4,1,2,2,1
4,64,925,1,4,3,1,5,4,0
3,41,671,1,3,1,1,1,3,0
1,12,594,1,1,4,1,3,2,0
4,53,280,1,4,3,1,2,4,0
1,50,102,1,1,5,0,5,4,1
2,48,139,3,3,4,1,3,3,1
3,42,580,3,4,3,1,3,3,1
2,36,408,3,2,4,0,2,5,1
5,40,651,3,5,3,0,3,5,1
4,18,925,1,4,4,1,3,2,0
2,36,676,1,1,1,0,1,3,1
0,52,2586,3,2,2,1,2,0,0
3,66,997,1,3,1,1,1,2,0
2,28,954,1,2,5,1,3,2,0
5,45,423,3,4,4,1,5,4,1
2,24,3944,3,2,4,1,2,1,1
3,53,2447,3,4,5,1,5,5,1
1,45,337,1,3,3,1,4,2,0
5,54,1303,3,5,4,0,5,4,1
4,20,925,3,4,3,0,4,5,1
3,46,3358,3,5,4,1,2,5,1
3,14,762,1,3,5,1,5,5,0
3,34,1045,1,3,4,1,5,2,0
2,32,1491,1,2,3,1,5,5,0
1,69,846,1,4,3,1,4,2,0
4,42,493,3,4,4,1,2,4,1
4,28,1037,1,4,2,1,4,3,0
2,24,3902,3,4,3,1,3,3,1
3,61,1773,1,3,3,1,4,3,0
2,51,2642,3,4,2,1,3,2,1
2,48,708,1,2,2,0,2,3,1
2,12,1587,1,2,4,1,5,2,0
2,49,2607,3,2,3,1,2,2,1
3,43,109,1,3,3,0,3,1,1
5,58,190,3,4,4,1,5,5,1
4,29,2829,3,4,3,1,4,4,1
2,18,624,1,2,4,0,2,2,1
4,23,971,3,4,4,0,2,4,1
1,38,2325,3,4,5,1,5,5,1
1,33,2079,3,3,5,1,5,4,1
2,38,600,3,2,3,1,3,1,0
2,54,1747,3,3,3,1,3,2,1
1,48,3234,3,5,3,1,4,4,1
2,53,919,3,4,3,1,5,4,1
4,22,110,3,4,3,0,3,4,1
3,43,603,1,5,5,1,4,3,0
4,27,1504,3,4,4,1,4,1,1
2,7,650,2,2,4,1,2,2,0
5,53,1947,2,5,5,1,2,3,0
3,46,912,1,3,4,1,4,3,1
1,38,1189,3,1,3,0,3,5,1
1,58,446,3,4,3,1,3,1,1
4,49,3637,3,4,3,1,5,5,1
1,51,368,2,4,1,1,3,1,1
4,70,696,3,4,2,1,3,4,1
4,47,300,1,4,2,1,2,4,1
3,53,130,1,4,1,1,3,3,1
4,21,785,1,3,3,0,3,3,1
4,48,641,1,4,5,1,4,5,1
3,25,869,1,3,1,1,4,3,0
4,27,3325,3,4,2,1,4,1,1
2,67,2072,1,4,5,1,4,2,0
2,50,268,3,5,3,1,5,5,1
2,60,679,1,1,4,1,1,2,1
3,38,255,1,3,1,1,3,5,1
3,47,1751,3,4,3,1,3,3,0
1,43,1444,3,4,3,1,3,2,1
1,57,3632,3,4,3,1,4,5,1
3,37,484,3,4,4,1,3,3,1
3,55,946,1,3,2,1,4,3,1
2,30,1438,3,5,4,1,5,5,1
4,39,110,1,4,4,1,4,3,1
2,50,680,2,5,4,1,1,2,1
2,34,391,3,4,3,1,3,2,1
4,43,409,3,5,3,1,5,3,1
2,26,546,3,4,4,1,4,3,1
2,41,3232,3,5,4,1,5,5,1
4,26,2419,1,4,4,1,4,3,0
2,21,2182,3,5,4,1,4,4,1
5,58,859,3,5,4,1,4,5,0
3,44,563,2,4,5,1,5,3,0
4,33,283,1,2,5,1,1,4,0
0,54,280,3,5,4,1,4,1,1
2,52,1105,3,2,3,1,3,2,1
5,21,3991,3,4,5,1,4,3,1
3,53,2759,3,5,4,1,5,5,1
4,29,1025,3,4,3,1,4,5,1
5,22,1180,3,5,4,0,2,5,1
3,40,3391,3,3,4,1,3,2,1
4,24,1189,2,4,1,1,5,2,1
3,58,1849,3,4,4,1,5,4,1
2,20,261,1,2,5,1,2,3,0
3,48,989,3,5,3,1,5,5,1
4,52,2475,1,4,4,1,4,5,1
3,18,1013,1,3,1,1,5,5,0
2,43,321,1,2,1,1,2,2,0
0,54,474,1,1,2,0,5,2,1
4,23,744,3,4,4,1,4,2,1
4,53,861,1,4,5,1,4,4,0
2,47,459,2,2,1,1,2,3,1
1,26,1752,3,5,1,1,5,5,1
3,42,472,2,3,1,1,2,4,0
5,59,779,1,5,2,1,5,3,1
2,59,2937,3,4,4,1,5,5,1
3,30,1562,3,3,3,0,1,2,1
3,40,391,3,4,3,1,4,5,1
3,33,2576,2,3,4,1,3,1,0
3,24,1197,1,3,3,0,5,5,1
2,42,1009,3,2,5,0,2,2,1
4,30,607,1,4,5,1,4,1,1
2,13,860,1,2,2,0,5,1,1
3,28,319,1,3,3,1,1,5,0
0,52,110,1,0,2,1,2,5,0
4,45,109,1,3,4,1,5,4,0
3,36,649,1,3,4,0,5,3,1
3,31,3107,3,3,3,1,3,4,1
5,60,328,1,1,3,1,3,5,1
5,47,432,3,5,4,1,5,5,1
5,45,3314,3,2,2,1,5,5,1
5,58,2569,3,5,3,1,4,4,1
3,36,308,1,3,3,0,4,4,1
3,36,456,2,4,5,1,3,3,1
1,41,1925,3,4,5,1,4,5,1
4,51,1801,3,4,4,1,5,4,1
5,53,1565,3,5,5,1,5,4,1
5,64,2133,1,4,1,1,4,5,0
2,41,3299,3,3,3,1,3,2,1
3,19,1107,1,3,5,1,4,4,0
1,20,481,1,1,1,0,1,5,1
2,50,459,1,2,1,0,2,5,1
2,35,1235,2,2,1,0,1,1,1
5,48,1894,3,5,4,1,4,4,1
5,39,3913,3,4,3,1,5,4,1
2,53,1721,3,4,3,1,4,2,0
3,42,1345,3,5,4,1,5,5,1
4,36,637,1,4,5,1,4,3,1
3,10,1021,1,3,5,1,3,4,0
2,51,2748,3,5,5,1,4,5,1
4,58,1201,3,1,1,1,2,4,1
1,32,2095,3,5,4,1,5,3,1
5,51,651,1,2,1,1,4,2,0
3,58,113,1,3,4,1,3,3,0
2,21,1506,1,2,3,0,4,3,1
1,52,692,1,1,4,0,5,2,1
3,61,333,3,3,5,0,3,2,1
3,38,1605,3,3,3,0,2,2,1
3,36,133,1,3,3,1,3,1,1
2,68,919,1,2,3,1,3,5,0
4,69,431,1,4,3,1,5,4,0
4,58,1587,3,5,5,1,5,5,1
5,62,456,1,5,5,1,5,1,1
2,53,522,3,5,3,1,4,2,1
3,24,859,1,3,4,0,1,5,1
4,67,463,1,5,4,1,3,4,1
3,7,469,1,3,3,1,4,2,0
5,44,937,3,4,4,1,5,5,1
3,22,109,1,1,1,0,1,3,1
1,66,590,1,1,5,1,4,2,0
2,29,862,1,2,2,1,5,5,0
4,36,557,2,4,4,1,4,5,1
1,35,964,1,1,5,1,3,3,0
1,7,964,1,1,5,1,2,4,0
3,49,2556,3,4,5,1,4,4,1
3,57,3697,3,5,5,1,4,5,1
1,40,3367,3,2,1,1,3,2,1
1,58,3543,3,3,4,1,4,2,1
4,36,223,2,4,1,1,4,1,1
1,67,569,2,5,3,1,5,2,0
1,18,1303,1,1,2,0,5,5,1
2,66,294,1,2,4,1,5,5,0
2,44,3037,3,3,1,1,4,4,1
2,50,1894,3,2,4,1,2,2,1
2,43,678,3,5,5,1,5,5,1
4,24,1180,1,4,4,0,4,3,1
4,9,1744,3,4,3,0,5,3,1
3,26,1055,3,2,3,0,2,3,1
4,25,1237,2,4,4,0,1,4,1
3,53,1605,3,3,3,1,5,4,1
2,9,262,1,0,4,1,5,3,0
3,46,550,1,2,4,1,3,5,0
5,35,2895,3,4,3,1,5,5,1
2,35,197,3,2,2,1,2,2,0
3,64,141,2,3,3,1,5,4,0
2,44,1542,1,2,4,1,2,4,0
5,55,270,2,3,5,1,3,5,1
4,22,1199,3,4,3,0,1,5,1
4,11,925,1,4,4,1,5,2,0
2,58,95,2,1,5,1,4,2,1
2,68,1712,3,3,1,1,4,2,1
2,65,270,2,5,5,1,5,5,0
1,42,3287,3,5,5,1,5,5,1
2,35,1368,1,2,4,1,2,1,1
5,22,3927,3,4,5,1,4,2,1
3,27,602,1,3,3,0,3,2,1
2,24,314,1,2,3,1,2,1,0
1,54,957,1,5,4,1,5,1,0
3,51,1521,3,5,4,1,4,2,1
3,65,399,3,2,1,1,4,3,0
2,27,1416,3,5,4,1,5,3,1
5,7,358,1,5,4,1,3,5,0
3,34,776,1,3,3,1,1,4,0
1,35,588,1,1,4,1,1,2,1
3,58,2696,3,4,5,1,5,4,1
3,43,468,1,2,1,1,4,3,0
4,42,2117,3,1,2,1,5,3,1
3,42,551,3,4,5,1,4,4,1
4,60,594,3,4,3,1,4,5,1
2,64,302,2,2,2,0,1,3,1
5,66,417,1,1,4,1,2,5,1
1,41,642,3,5,5,1,4,4,1
2,43,2232,3,4,2,1,3,3,1
5,22,760,1,5,5,1,5,1,1
3,53,1620,3,4,5,1,4,2,0
3,12,533,1,3,5,1,1,5,0
5,40,649,3,5,4,1,5,3,1
3,57,599,1,3,1,1,4,5,0
3,45,3580,3,3,3,1,4,2,1
5,57,2600,3,5,3,1,4,4,1
4,11,423,3,4,4,1,1,4,0
2,38,1578,3,4,5,1,3,5,1
1,53,2400,1,1,4,1,2,1,1
5,48,1586,3,5,4,1,4,5,1
3,38,944,1,2,1,1,5,2,0
5,45,315,3,4,3,1,4,5,1
1,53,2517,3,1,3,1,1,4,1
4,42,299,1,4,4,0,4,5,1
2,33,1703,1,2,4,1,2,5,1
3,43,308,1,3,4,1,1,3,0
1,51,641,1,1,3,1,1,3,0
4,51,209,1,4,5,1,1,4,0
3,60,842,1,1,4,1,5,3,0
4,45,844,2,5,1,1,5,4,1
4,28,2064,3,4,5,1,4,3,1
1,40,1984,3,4,3,1,5,4,1
1,46,1865,3,4,5,1,5,5,1
5,60,3873,3,5,5,1,5,4,1
4,23,230,1,4,3,0,4,4,1
5,46,581,3,4,3,1,4,5,1
2,61,1303,1,3,3,1,5,2,0
3,11,749,2,3,5,1,3,4,0
2,58,1765,3,1,3,1,5,5,1
5,48,481,3,4,3,1,5,5,1
2,63,321,2,1,2,1,4,2,0
1,49,1205,1,1,1,0,5,1,1
1,24,354,1,1,4,1,3,2,0
3,25,3026,3,3,3,1,3,1,1
2,50,3236,3,5,5,1,5,4,1
2,14,603,1,2,4,1,5,2,0
3,40,674,3,4,5,0,4,2,1
4,44,2446,1,4,4,1,4,4,1
4,27,522,3,4,4,0,4,3,1
3,25,157,1,3,1,0,2,5,1
4,34,455,1,4,2,1,4,3,1
2,41,528,3,4,4,1,4,4,1
4,52,404,1,4,4,1,5,2,0
3,44,1304,1,3,4,0,4,3,1
4,60,419,1,2,4,1,4,5,0
1,25,226,1,1,2,1,3,2,0
2,61,986,1,3,1,1,2,2,1
4,7,515,1,2,3,1,1,2,0
3,46,1120,1,3,1,1,4,3,1
1,20,1521,1,1,4,1,4,4,0
4,59,1053,1,4,2,1,3,4,1
4,47,481,1,2,3,1,2,3,0
4,47,1340,3,4,5,1,5,3,1
3,24,874,1,3,3,1,1,1,0
4,24,353,1,4,1,0,1,4,1
4,34,357,3,4,4,0,1,5,1
4,32,546,3,5,3,1,5,3,1
1,44,746,1,1,4,1,3,1,0
4,53,404,3,3,3,1,3,5,0
5,15,1190,1,5,5,1,3,2,0
1,36,414,3,1,3,0,1,3,1
1,40,551,1,1,5,0,5,5,1
2,27,67,1,2,3,1,4,3,0
3,22,1199,1,3,3,0,4,4,1
5,28,862,3,4,4,0,3,4,1
5,38,109,1,5,1,1,5,5,1
3,49,2377,3,4,4,1,4,4,1
4,29,223,2,4,2,1,1,1,0
3,52,139,2,3,2,1,3,2,1
4,20,505,3,3,4,1,5,3,0
3,49,488,1,3,3,1,4,3,0
3,9,337,1,3,4,1,3,5,0
2,21,986,1,2,3,1,4,3,0
2,22,460,2,2,3,1,4,3,1
2,62,853,1,1,5,1,5,3,0
3,55,179,3,5,3,1,4,3,0
1,60,2342,1,1,1,1,1,1,0
3,24,989,3,3,2,0,2,5,1
4,34,821,1,4,1,1,4,5,0
3,33,991,3,5,3,1,5,5,1
2,15,313,1,2,5,1,5,4,0
5,24,449,3,5,3,0,1,4,1
1,48,534,3,4,5,1,4,4,1
2,21,3470,3,5,3,1,5,4,1
3,24,403,1,3,4,0,4,2,1
5,24,592,3,5,4,1,5,4,1
3,41,2438,3,4,5,1,5,4,1
0,54,3888,3,5,4,1,5,5,1
4,23,337,1,4,4,0,1,5,1
1,30,3578,3,4,5,1,4,3,1
2,29,502,1,1,3,0,1,5,1
0,20,401,3,0,3,0,2,3,1
4,31,562,3,2,5,1,2,3,1
3,52,1588,3,5,5,1,5,5,1
4,45,3449,3,4,3,1,5,5,1
4,34,1671,3,4,3,0,1,5,1
1,42,390,2,5,5,1,4,2,0
3,7,234,1,3,5,1,3,5,0
0,23,1499,1,0,3,1,2,5,0
1,40,3061,3,5,4,1,5,3,1
1,32,2938,3,5,3,1,5,4,1
2,55,2391,3,5,4,1,5,4,1
1,29,2342,3,1,2,1,1,1,1
2,45,696,3,4,4,1,4,4,1
4,35,1463,1,4,1,1,4,2,1
3,61,650,2,3,5,1,1,3,1
2,40,590,1,2,2,0,4,1,0
2,49,581,1,5,5,1,5,2,0
1,69,1096,1,2,1,1,3,1,0
2,68,1041,1,5,4,1,5,2,0
3,27,551,1,3,4,0,2,4,1
1,29,871,1,1,3,1,4,3,0
3,51,1400,3,5,5,1,4,4,1
4,38,550,1,3,3,1,4,5,1
2,35,361,1,2,3,1,2,1,1
2,22,597,1,1,1,1,1,5,0
3,21,542,1,4,2,0,4,4,1
0,26,363,2,0,1,1,4,3,1
3,12,419,1,3,1,1,4,3,0
0,36,3721,3,4,4,1,5,5,1
4,44,3603,3,2,2,1,3,4,1
1,58,3240,3,3,4,1,4,1,1
3,8,954,1,3,3,1,3,2,0
5,59,3647,3,4,5,1,4,4,1
2,55,853,3,1,4,1,3,4,1
2,35,391,1,2,5,1,1,3,0
0,22,569,1,1,3,1,4,5,1
4,56,1747,3,4,4,1,5,4,1
2,23,223,1,2,3,0,4,5,1
2,45,2581,3,5,5,1,5,5,1
4,46,1056,1,4,4,1,4,1,1
4,54,2602,3,4,3,1,4,2,1
3,50,484,1,5,4,1,4,3,0
5,41,134,1,5,1,1,5,4,1
2,34,391,3,1,3,1,5,3,1
2,21,907,2,2,5,1,4,5,0
2,32,1491,3,4,4,1,4,4,1
3,43,1011,3,4,4,1,5,4,1
2,24,2174,3,5,4,1,5,4,1
2,33,852,1,2,3,1,2,4,0
2,59,2491,3,2,1,1,3,2,1
4,41,1426,3,5,3,1,5,4,1
1,57,1635,3,4,3,1,5,4,1
2,42,833,1,4,3,1,4,2,1
3,18,874,3,3,2,1,3,4,1
2,24,693,2,3,1,1,1,5,1
2,49,2486,3,4,4,1,4,5,1
2,41,476,1,2,3,1,1,4,0
1,13,2586,1,1,3,1,2,1,0
2,29,992,2,2,2,1,2,3,1
4,52,920,1,3,1,1,3,4,1
2,35,3810,3,4,4,1,5,5,1
4,48,740,2,4,4,1,4,5,1
3,49,204,1,3,1,0,1,3,1
5,30,1609,3,2,4,1,2,3,1
1,44,351,3,5,4,1,5,3,0
3,20,342,1,3,3,1,3,4,1
3,66,989,1,3,3,1,1,3,0
2,47,1788,3,3,3,1,5,5,1
4,27,687,3,4,3,0,4,4,1
3,52,3454,3,3,3,1,3,3,1
4,21,1874,1,4,1,1,3,4,0
5,29,191,1,5,2,1,5,2,1
4,14,809,1,4,3,1,3,5,0
1,60,220,3,4,4,1,5,5,1
5,28,1896,3,4,5,1,4,3,1
1,25,3787,3,4,5,1,4,5,1
2,45,2266,3,3,4,1,4,1,1
3,22,121,1,3,2,0,1,1,1
1,58,1371,3,5,4,1,5,4,1
3,41,407,1,4,3,1,3,1,1
4,48,2161,1,5,4,1,4,3,0
3,62,577,1,4,3,1,4,3,0
4,53,1014,2,4,5,1,4,4,1
2,60,423,2,3,4,1,3,2,1
3,47,596,1,3,2,1,2,3,1
1,43,390,3,5,4,1,4,4,1
3,30,3179,3,3,1,1,3,2,1
2,53,977,1,2,2,1,2,2,1
5,56,2414,3,4,4,1,5,5,1
4,57,228,1,5,2,1,3,4,1
2,34,748,2,2,3,1,2,5,0
3,47,689,2,3,5,1,4,2,0
2,24,139,1,2,3,0,2,2,1
4,62,1258,3,2,2,1,2,3,0
5,60,1851,3,3,3,1,4,5,1
2,56,187,2,3,2,1,2,5,0
2,48,2841,3,3,5,1,4,3,1
4,59,2250,3,5,2,1,3,5,1
5,66,1620,3,3,3,1,5,4,1
2,65,1521,2,1,4,1,2,2,0
5,28,908,2,5,4,1,5,2,1
2,26,130,1,2,4,0,2,4,1
4,42,429,2,5,1,1,3,5,0
4,39,1246,3,4,3,0,5,5,1
1,21,805,1,1,1,0,5,5,1
1,20,440,1,1,2,0,4,3,1
4,53,590,3,5,5,1,5,4,1
2,22,712,1,2,3,0,5,3,1
2,57,1703,3,3,4,1,5,5,1
2,54,371,1,3,1,1,3,2,1
4,25,251,3,3,5,0,1,5,1
4,18,489,3,5,5,1,5,3,1
4,45,541,3,5,4,1,5,5,1
4,39,964,1,4,5,1,2,3,0
3,28,236,3,5,3,1,4,4,1
1,25,3897,3,4,5,1,4,4,1
1,32,409,3,1,2,1,1,4,1
5,31,2148,3,4,5,1,4,3,1
2,31,1849,3,2,3,0,3,5,1
3,49,328,1,2,4,1,2,2,0
3,48,1919,1,4,5,1,4,3,0
3,43,2521,3,2,2,1,2,5,1
2,58,1885,3,5,5,1,5,4,1
5,29,1428,3,5,2,1,5,3,1
5,47,347,2,5,2,1,5,1,1
5,52,933,1,2,4,1,5,5,1
5,43,746,2,5,4,1,5,4,1
2,15,1024,1,2,4,0,5,4,1
2,68,805,1,2,2,1,2,4,1
1,51,1024,1,1,4,1,2,5,0
2,7,650,2,2,2,1,1,4,0
2,47,446,1,2,4,0,1,1,1
1,36,1773,3,1,5,0,3,2,1
3,51,1542,1,3,3,1,1,5,0
4,32,925,3,3,4,1,3,5,1
2,15,349,1,2,4,1,1,3,0
1,25,2829,3,4,5,1,4,4,1
4,59,569,3,5,4,1,5,5,1
2,32,1546,1,2,4,1,3,2,0
4,33,413,1,4,2,0,2,4,1
1,17,382,1,3,4,1,2,5,0
3,56,2136,3,4,3,1,5,5,1
0,41,181,3,4,4,1,5,1,1
1,47,156,1,4,4,1,5,1,0
4,57,2079,3,4,4,1,3,4,1
2,24,436,1,2,2,1,3,5,1
3,47,867,2,3,1,0,1,3,1
2,45,3700,3,4,4,1,4,5,1
4,65,1192,1,2,1,1,2,4,0
4,28,689,3,5,5,0,3,5,1
2,47,781,1,2,1,1,3,2,0
2,27,1865,3,4,3,1,5,2,1
1,60,196,1,1,1,1,1,2,0
1,66,994,3,3,2,1,4,0,1
3,23,678,1,3,3,0,4,4,1
3,48,895,3,5,5,1,4,5,1
5,52,113,1,5,3,1,4,3,1
4,55,407,3,5,3,1,5,5,1
3,65,814,1,3,4,1,2,3,0
3,10,1041,3,3,3,1,4,2,0
2,23,616,2,2,3,1,2,5,0
2,56,1035,3,4,4,1,5,4,1
1,25,152,1,0,4,1,4,4,0
5,55,812,1,3,1,1,3,5,0
2,27,602,3,2,4,0,4,2,1
1,31,1565,3,5,4,1,5,3,1
1,43,337,1,5,5,1,5,3,0
1,65,562,3,4,3,1,5,1,0
3,43,3497,3,5,4,1,4,4,1
2,26,2139,3,5,4,1,5,5,1
